Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
31248,2019-01-19 17:52:47,213112402583773,fraud_Bins-Howell,personal_care,22.57,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,c5415bfefdd7697323ff7980d63528b6,1326995567,33.566675,-83.192472,0.0
30664,2019-01-19 07:58:40,4509142395811241,fraud_O'Keefe-Hudson,grocery_pos,107.22,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,ae7f8e376695effde6fb195a3b8008e9,1326959920,32.031569,-82.990549,0.0
3705,2019-01-03 04:12:21,4400011257587661852,"fraud_Schultz, Simonis and Little",grocery_pos,102.42,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,6d4de052ac45635a61d67cbd7aa25740,1325563941,41.259743,-97.796402,0.0
3566,2019-01-03 00:55:02,6011438889172900,fraud_Dicki Ltd,grocery_net,78.22,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,9fcf02eea142c0afbf596e974cd4bca0,1325552102,34.412249,-90.522317,0.0
9240,2019-01-06 19:42:11,4998109455173950,fraud_Morissette LLC,entertainment,138.52,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,e2daec62538217f1bd58d01e5a1d358f,1325878931,38.260011,-94.200957,0.0
14782,2019-01-09 09:52:44,374125201044065,fraud_Mante Group,misc_net,314.39,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,2e8953723348f10c01c44f984a33ec86,1326102764,39.150306,-77.274137,0.0
31137,2019-01-19 16:22:00,4469777115158234880,fraud_Watsica LLC,personal_care,16.39,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,aafdf776bcca837c265246919a2a0d7b,1326990120,42.512504,-71.672174,0.0
34093,2019-01-21 05:49:18,2383461948823908,"fraud_Jenkins, Hauck and Friesen",gas_transport,77.28,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,427a45d125a0fe32e0bf88d737aec378,1327124958,44.288501,-70.672791,0.0
17837,2019-01-11 17:56:40,30371006069917,fraud_Erdman-Schaden,personal_care,61.7,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,56faee0ee6f9fe59ae1f12fdf9223903,1326304600,38.186077,-89.766593,0.0
32480,2019-01-20 12:09:54,371985236239474,fraud_Altenwerth-Kilback,home,27.72,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,e27372f455749115c04fc5acbc2fa84c,1327061394,42.363737,-75.855877,0.0
12206,2019-01-08 01:24:04,3519607465576254,"fraud_Goldner, Kovacek and Abbott",grocery_pos,102.65,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,4e803ca9c3a6372b273f8e500922e082,1325985844,40.312873,-123.796404,0.0
34383,2019-01-21 09:42:59,38580485618059,fraud_Koepp-Witting,grocery_pos,139.77,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968-05-13,6ab8154a1459792e62c5f548c6f04b0b,1327138979,48.696835,-103.146713,0.0
17928,2019-01-11 19:18:47,3586008444788268,fraud_Schumm PLC,shopping_net,85.8,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,e3457445e685c40fbe988f811e1f0756,1326309527,48.142122,-122.278123,0.0
96,2019-01-01 01:14:11,4423489490781412,fraud_Huels-Nolan,gas_transport,50.61,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,a76f5e9735622f062eb663f06c169a94,1325380451,41.027284,-89.416172,0.0
10152,2019-01-07 05:47:07,30273037698427,"fraud_Swift, Bradtke and Marquardt",grocery_net,16.43,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,5cc607f632934d5c535bbf5b7f0e1d36,1325915227,35.366005,-91.686761,0.0
22521,2019-01-14 10:21:08,2657850734909997,fraud_Bahringer-Larson,grocery_net,99.61,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1946-11-01,24605a49b11472f70d673f12c3f67267,1326536468,42.500809,-82.1406,0.0
23035,2019-01-14 15:17:17,2242542703101233,fraud_Barton LLC,kids_pets,22.5,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,9872b19b4aa8aa61c62bc65bbc10818f,1326554237,38.216157,-85.399733,0.0
5377,2019-01-04 12:44:34,372509258176510,fraud_Zboncak LLC,food_dining,42.5,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,9b71143b52de3d129b4479c667fdac4e,1325681074,42.83463,-82.83397,0.0
34031,2019-01-21 05:06:03,2720012583106919,fraud_Spinka-Welch,grocery_net,54.87,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,9585f866a0021a6a17421c9a52cdc274,1327122363,43.494745,-103.233432,0.0
27909,2019-01-17 05:09:08,38588538868506,"fraud_Tillman, Dickinson and Labadie",gas_transport,68.87,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,a02cbd69bd8395ba4f03e50b070d0d35,1326776948,31.163965,-102.765833,0.0
31218,2019-01-19 17:30:50,6593250708747804,fraud_Harris Group,food_dining,161.51,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,614e3e8b75b3297b9447a4fa6d9e133f,1326994250,26.241767,-80.28801800000001,0.0
22972,2019-01-14 14:49:28,4220495028289516646,"fraud_Yost, Schamberger and Windler",kids_pets,192.18,Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,92130a4b8945c8a22eade2ffc79a5efa,1326552568,34.556034999999994,-117.270548,0.0
20007,2019-01-13 04:36:43,6011367958204270,fraud_McDermott-Rice,misc_pos,5.15,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,b9ad9d82038770f1d710b2bc49ee531a,1326429403,41.224778,-81.061676,0.0
18839,2019-01-12 12:18:25,30234966027947,"fraud_Dare, Casper and Bartoletti",kids_pets,51.79,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,4a13ef2c665c7ff69a07653fabc7473b,1326370705,43.427682,-89.008063,0.0
12967,2019-01-08 11:30:33,375248307838179,fraud_Vandervort-Funk,grocery_pos,116.81,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,f802e321a4ccd0856a912948a9639a08,1326022233,39.746075,-80.51236,0.0
34142,2019-01-21 06:25:12,2714019737356678,fraud_Sporer Inc,gas_transport,53.66,Christina,Moore,F,542 Finley Ports Apt. 396,West Finley,PA,15377,39.9914,-80.4408,724,Theme park manager,1995-08-30,911b93ed651a8c1e84d99a588d7d15ad,1327127112,40.365815000000005,-81.39971800000001,0.0
19334,2019-01-12 18:36:22,4474324669797121,fraud_Morissette LLC,entertainment,19.5,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,1c9248cf794adf13c5233d82febb88ea,1326393382,37.861412,-119.155731,0.0
23444,2019-01-14 18:29:08,3545109339866548,fraud_Morissette-Schaefer,personal_care,3.18,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,b2c95d7d635c3f73f09d8055d08de97a,1326565748,33.21615,-89.731665,0.0
